Indices with the equal value of the average in the column
Column 1 | average = 0.492583: 
Column 7933 | average = 0.494541: 
Column 7934 | average = 0.490029: 390, 410, 414, 415, 420, 539, 626, 689, 701, 982, 1009, 1028, 1071, 1095, 1209, 1285, 1374, 1603, 1623, 1931, 1983, 1985, 2102, 2163, 2210, 2407, 2895, 2990, 3015, 3553, 3726, 3849, 4032, 4108, 4139, 4375, 4456, 4634, 4816, 4972, 5145, 5152, 5174, 5241, 5262, 5398, 5613, 5695, 5782, 5798, 5833, 5961, 5964, 6039, 6165, 6470, 6655, 6705, 6841, 7169, 7189, 7310, 7381, 7394, 7473, 7477, 7588, 7699, 7844, 7876, 7939, 8011, 8055, 8159, 8321, 8442, 8467, 8677, 8784, 8901, 9133, 9184, 9239, 9320, 9339, 9742, 9832, 
Column 7935 | average = 0.494522: 
Column 7936 | average = 0.494850: 
Column 7937 | average = 0.498108: 
Column 7938 | average = 0.495568: 
Column 7939 | average = 0.499062: 
Column 7940 | average = 0.492030: 
Column 7941 | average = 0.495008: 
Column 7942 | average = 0.500047: 260, 458, 604, 733, 736, 926, 961, 1168, 1263, 1445, 1457, 1489, 1617, 1647, 1772, 1949, 1973, 1996, 2040, 2226, 2234, 2268, 2448, 2470, 2471, 2487, 2541, 2708, 3092, 3169, 3341, 3523, 3606, 3715, 3780, 3798, 3942, 4044, 4392, 4402, 4404, 4453, 4536, 4565, 4717, 5032, 5055, 5140, 5173, 5439, 5463, 5562, 5660, 5790, 5792, 5877, 5957, 6027, 6388, 6399, 6678, 6847, 6903, 7222, 7541, 7554, 7630, 7664, 7730, 7962, 7976, 8066, 8089, 8236, 8307, 8329, 8552, 8567, 8633, 8771, 8902, 8910, 8959, 9166, 9421, 9442, 9444, 9460, 9526, 9592, 9650, 9672, 9682, 
Column 7943 | average = 0.503994: 
Column 7944 | average = 0.490584: 90, 99, 129, 224, 315, 347, 425, 536, 565, 580, 678, 996, 1048, 1230, 1416, 1424, 1495, 1549, 1554, 1579, 1673, 1744, 1844, 1894, 2007, 2078, 2266, 2290, 2311, 2567, 2752, 2894, 3942, 3959, 4029, 4047, 4093, 4150, 4284, 4403, 4500, 4629, 4712, 5072, 5102, 5335, 5511, 5723, 5777, 5794, 5887, 6137, 6374, 6396, 6400, 6451, 6702, 6865, 6930, 7153, 7247, 7396, 7554, 7827, 7889, 8068, 8153, 8457, 8513, 8617, 8680, 8689, 8709, 8723, 8730, 8796, 8823, 8974, 9043, 9098, 9152, 9290, 9316, 9385, 9420, 9421, 9647, 9659, 9733, 9784, 9879, 9889, 9907, 
Column 7945 | average = 0.497077: 
Column 7946 | average = 0.492738: 
Column 7947 | average = 0.491950: 
Column 7948 | average = 0.493533: 
Column 7949 | average = 0.500050: 146, 247, 550, 659, 751, 890, 1130, 1389, 1428, 1656, 1725, 1921, 1964, 2215, 2269, 2287, 2735, 2887, 3007, 3248, 3312, 3496, 3501, 3574, 3826, 3885, 4299, 4482, 4984, 5035, 5044, 5140, 5239, 5445, 5462, 5697, 5942, 5945, 5962, 6138, 6215, 6290, 6407, 6491, 6822, 6830, 6862, 6945, 6974, 7059, 7224, 7350, 7379, 7500, 7789, 7793, 7901, 8046, 8070, 8270, 8302, 8388, 8515, 8653, 8753, 8762, 8821, 8823, 8841, 8897, 8982, 9065, 9066, 9081, 9111, 9145, 9264, 9326, 9616, 9671, 9694, 9696, 9705, 9711, 9834, 9855, 9903, 
Column 7950 | average = 0.497105: 
Column 7951 | average = 0.499897: 
Column 7952 | average = 0.499887: 
Column 7953 | average = 0.491618: 
Column 7954 | average = 0.492339: 
Column 7955 | average = 0.489850: 
Column 7956 | average = 0.494129: 
Column 7957 | average = 0.497498: 
Column 7958 | average = 0.497327: 
Column 7959 | average = 0.495538: 
Column 7960 | average = 0.491427: 
Column 7961 | average = 0.495841: 
Column 7962 | average = 0.496376: 
Column 7963 | average = 0.493564: 
Column 7964 | average = 0.495279: 
Column 7965 | average = 0.500501: 136, 162, 183, 203, 350, 468, 516, 666, 730, 762, 1173, 1771, 1933, 1946, 2209, 2267, 2298, 2393, 2563, 2568, 2915, 3041, 3231, 3241, 3244, 3309, 3364, 3416, 3713, 3772, 3933, 4018, 4034, 4400, 4417, 4436, 4437, 4685, 5457, 5465, 5583, 5696, 5722, 6208, 6312, 6409, 6423, 6453, 6525, 6636, 6659, 6676, 6701, 6816, 6956, 7014, 7039, 7067, 7087, 7149, 7249, 7324, 7471, 7565, 7573, 7610, 7612, 7629, 8012, 8044, 8146, 8184, 8296, 8298, 8483, 8544, 8614, 9035, 9268, 9340, 9412, 9594, 9737, 9747, 9912, 
Column 7966 | average = 0.496715: 
Column 7967 | average = 0.493824: 
Column 7968 | average = 0.493310: 
Column 7969 | average = 0.493377: 
Column 7970 | average = 0.495252: 
Column 7971 | average = 0.492548: 
Column 7972 | average = 0.490519: 69, 73, 192, 297, 353, 472, 610, 680, 702, 873, 1019, 1093, 1100, 1104, 1429, 1534, 1677, 1742, 1744, 1754, 1842, 2117, 2288, 2430, 2742, 2782, 2799, 2828, 2852, 2902, 3053, 3085, 3376, 3684, 3729, 3889, 3938, 4007, 4017, 4122, 4198, 4231, 4246, 4372, 4401, 4481, 4495, 4783, 4850, 5096, 5123, 5252, 5313, 5321, 5491, 5554, 5671, 5751, 5883, 5920, 5947, 5971, 6089, 6164, 6270, 6313, 6396, 6473, 6474, 6880, 7028, 7171, 7197, 7224, 7397, 7468, 7544, 7808, 7890, 7928, 7989, 8020, 8216, 8311, 8485, 8548, 8731, 8802, 8921, 9133, 9137, 9183, 9313, 9324, 9337, 9391, 9419, 9460, 9694, 9763, 9770, 9839, 9947, 
Column 7973 | average = 0.497799: 
Column 7974 | average = 0.495948: 
Column 7975 | average = 0.497523: 
Column 7976 | average = 0.500249: 115, 210, 227, 308, 327, 330, 457, 467, 577, 580, 601, 618, 631, 687, 706, 794, 817, 833, 910, 1050, 1121, 1195, 1228, 1359, 1424, 1504, 1719, 1798, 1824, 1889, 1913, 1986, 2067, 2355, 2373, 2613, 2717, 3117, 3133, 3246, 3407, 3453, 3529, 3575, 3584, 3616, 3723, 3792, 4144, 4232, 4381, 4496, 4647, 4986, 4989, 5174, 5227, 5333, 5416, 5519, 5644, 5688, 5948, 6059, 6205, 6293, 6346, 6384, 6467, 6562, 6595, 6640, 6675, 6953, 7093, 7152, 7337, 7506, 7868, 7905, 8249, 8262, 8284, 8366, 8393, 8685, 8829, 8849, 8854, 9012, 9091, 9118, 9301, 9322, 9471, 9537, 9716, 9883, 
Column 7977 | average = 0.493357: 
Column 7978 | average = 0.496463: 
Column 7979 | average = 0.494880: 
Column 7980 | average = 0.491862: 
Column 7981 | average = 0.492712: 
Column 7982 | average = 0.501764: 
Column 7983 | average = 0.496336: 
Column 7984 | average = 0.498869: 
Column 7985 | average = 0.497838: 
Column 7986 | average = 0.491440: 
Column 7987 | average = 0.495511: 
Column 7988 | average = 0.494534: 
Column 7989 | average = 0.495770: 
Column 7990 | average = 0.496243: 
Column 7991 | average = 0.495244: 
Column 7992 | average = 0.495496: 
Column 7993 | average = 0.497808: 
Column 7994 | average = 0.501082: 
Column 7995 | average = 0.491571: 
Column 7996 | average = 0.494589: 
Column 7997 | average = 0.492169: 
Column 7998 | average = 0.499891: 
Column 7999 | average = 0.497446: 
Column 8000 | average = 0.489103: 
Column 8001 | average = 0.495016: 
Column 8002 | average = 0.495314: 
Column 8003 | average = 0.496631: 
Column 8004 | average = 0.493131: 
Column 8005 | average = 0.497812: 
Column 8006 | average = 0.494128: 
Column 8007 | average = 0.485962: 
Column 8008 | average = 0.493647: 
Column 8009 | average = 0.498797: 
Column 8010 | average = 0.492203: 
Column 8011 | average = 0.495686: 
Column 8012 | average = 0.494812: 
Column 8013 | average = 0.497880: 
Column 8014 | average = 0.489133: 
Column 8015 | average = 0.493195: 
Column 8016 | average = 0.493403: 
Column 8017 | average = 0.496485: 
Column 8018 | average = 0.497833: 
Column 8019 | average = 0.496267: 
Column 8020 | average = 0.491186: 
Column 8021 | average = 0.497332: 
Column 8022 | average = 0.491671: 
Column 8023 | average = 0.501226: 
Column 8024 | average = 0.489148: 
Column 8025 | average = 0.496966: 
Column 8026 | average = 0.491759: 
Column 8027 | average = 0.496726: 
Column 8028 | average = 0.496423: 
Column 8029 | average = 0.491931: 
Column 8030 | average = 0.494639: 
Column 8031 | average = 0.497646: 
Column 8032 | average = 0.496597: 
Column 8033 | average = 0.494559: 
Column 8034 | average = 0.496606: 
Column 8035 | average = 0.492435: 
Column 8036 | average = 0.494363: 
Column 8037 | average = 0.493345: 
Column 8038 | average = 0.496084: 
Column 8039 | average = 0.493780: 
Column 8040 | average = 0.491983: 
Column 8041 | average = 0.497896: 
Column 8042 | average = 0.497956: 
Column 8043 | average = 0.494785: 
Column 8044 | average = 0.491576: 
Column 8045 | average = 0.495454: 
Column 8046 | average = 0.495119: 
Column 8047 | average = 0.492482: 
Column 8048 | average = 0.497804: 
Column 8049 | average = 0.492486: 
Column 8050 | average = 0.491424: 
Column 8051 | average = 0.495611: 
Column 8052 | average = 0.499063: 
Column 8053 | average = 0.491547: 
Column 8054 | average = 0.497525: 
Column 8055 | average = 0.497361: 
Column 8056 | average = 0.493804: 
Column 8057 | average = 0.497099: 
Column 8058 | average = 0.488613: 
Column 8059 | average = 0.499481: 
Column 8060 | average = 0.494501: 
Column 8061 | average = 0.494953: 
Column 8062 | average = 0.493543: 
Column 8063 | average = 0.498838: 
Column 8064 | average = 0.492783: 
Column 8065 | average = 0.497164: 
Column 8066 | average = 0.497969: 
Column 8067 | average = 0.497275: 
Column 8068 | average = 0.494223: 
Column 8069 | average = 0.488255: 
Column 8070 | average = 0.494589: 
Column 8071 | average = 0.496239: 
Column 8072 | average = 0.498091: 
Column 8073 | average = 0.499153: 
Column 8074 | average = 0.496446: 
Column 8075 | average = 0.491200: 
Column 8076 | average = 0.496329: 
Column 8077 | average = 0.489855: 
Column 8078 | average = 0.496246: 
Column 8079 | average = 0.497634: 
Column 8080 | average = 0.499376: 
Column 8081 | average = 0.491881: 
Column 8082 | average = 0.499731: 
Column 8083 | average = 0.498044: 
Column 8084 | average = 0.492943: 
Column 8085 | average = 0.497359: 
Column 8086 | average = 0.493477: 
Column 8087 | average = 0.499190: 
Column 8088 | average = 0.496882: 
Column 8089 | average = 0.493388: 
Column 8090 | average = 0.494467: 
Column 8091 | average = 0.496598: 
Column 8092 | average = 0.495350: 
Column 8093 | average = 0.490551: 150, 167, 269, 378, 454, 458, 621, 658, 751, 779, 894, 1040, 1167, 1214, 1375, 1500, 1831, 1888, 1957, 1997, 2013, 2015, 2067, 2094, 2166, 2207, 2277, 2304, 2366, 2498, 2675, 2802, 2819, 2963, 3009, 3026, 3061, 3183, 3189, 3414, 3620, 3764, 3847, 3852, 4356, 4564, 4624, 4625, 4756, 4858, 5000, 5194, 5264, 5388, 5440, 5691, 5750, 6059, 6189, 6228, 6490, 6602, 6874, 7258, 7264, 7274, 7332, 7436, 7462, 7608, 7735, 7899, 7900, 7910, 7914, 7961, 8033, 8181, 8208, 8405, 8451, 8565, 8567, 8622, 8868, 8936, 9054, 9056, 9152, 9170, 9222, 9436, 9439, 9546, 9801, 
Column 8094 | average = 0.493946: 
Column 8095 | average = 0.499174: 
Column 8096 | average = 0.501046: 
Column 8097 | average = 0.493188: 
Column 8098 | average = 0.493713: 
Column 8099 | average = 0.497350: 
Column 8100 | average = 0.504620: 
Column 8101 | average = 0.499064: 
Column 8102 | average = 0.491569: 
Column 8103 | average = 0.492224: 
Column 8104 | average = 0.494364: 
Column 8105 | average = 0.496341: 
Column 8106 | average = 0.496095: 
Column 8107 | average = 0.496542: 
Column 8108 | average = 0.492830: 
Column 8109 | average = 0.498290: 
Column 8110 | average = 0.502836: 
Column 8111 | average = 0.499913: 
Column 8112 | average = 0.496807: 
Column 8113 | average = 0.496336: 
Column 8114 | average = 0.496889: 
Column 8115 | average = 0.495187: 
Column 8116 | average = 0.493709: 
Column 8117 | average = 0.496071: 
Column 8118 | average = 0.496811: 
Column 8119 | average = 0.495935: 
Column 8120 | average = 0.490132: 202, 222, 479, 586, 694, 771, 875, 987, 1186, 1300, 1322, 1698, 1702, 1725, 1856, 2130, 2179, 2474, 2658, 2770, 2864, 2929, 3229, 3266, 3413, 3540, 3654, 3675, 3692, 3926, 4052, 4091, 4127, 4148, 4275, 4314, 4365, 4466, 4503, 4519, 4577, 4618, 4653, 4668, 4676, 4863, 4888, 4929, 5048, 5089, 5181, 5299, 5301, 5439, 5593, 5745, 5769, 5788, 5887, 5971, 6010, 6580, 6670, 6709, 6727, 6733, 6734, 6746, 6853, 6940, 7193, 7213, 7327, 7360, 7666, 7693, 7698, 7759, 7818, 7881, 7919, 8408, 8550, 8595, 8774, 8853, 9148, 9152, 9165, 9179, 9251, 9294, 9419, 9469, 9473, 9630, 9653, 9687, 9873, 9933, 9936, 
Column 8121 | average = 0.493047: 
Column 8122 | average = 0.497387: 
Column 8123 | average = 0.492763: 
Column 8124 | average = 0.497894: 
Column 8125 | average = 0.494431: 
Column 8126 | average = 0.498756: 
Column 8127 | average = 0.491228: 
Column 8128 | average = 0.492821: 
Column 8129 | average = 0.498163: 
Column 8130 | average = 0.497342: 
Column 8131 | average = 0.494187: 
Column 8132 | average = 0.494387: 
Column 8133 | average = 0.492269: 
Column 8134 | average = 0.497092: 
Column 8135 | average = 0.498782: 
Column 8136 | average = 0.492712: 
Column 8137 | average = 0.491848: 
Column 8138 | average = 0.492691: 
Column 8139 | average = 0.497844: 
Column 8140 | average = 0.494461: 
Column 8141 | average = 0.495072: 
Column 8142 | average = 0.495214: 
Column 8143 | average = 0.491636: 
Column 8144 | average = 0.495050: 
Column 8145 | average = 0.492980: 
Column 8146 | average = 0.495862: 
Column 8147 | average = 0.494395: 
Column 8148 | average = 0.492336: 
Column 8149 | average = 0.492930: 
Column 8150 | average = 0.496563: 
Column 8151 | average = 0.495465: 
Column 8152 | average = 0.490462: 141, 213, 218, 258, 317, 448, 460, 490, 756, 1147, 1157, 1266, 1290, 1575, 1606, 1813, 1840, 2227, 2577, 2599, 2684, 2685, 2695, 2852, 2861, 2885, 2937, 2945, 3229, 3261, 3327, 3618, 3689, 3963, 4114, 4129, 4499, 4584, 4717, 4814, 4865, 4966, 5123, 5271, 5286, 5575, 5614, 5656, 5774, 5876, 6104, 6204, 6256, 6283, 6294, 6543, 6573, 6601, 6779, 6821, 7023, 7082, 7334, 7412, 7699, 7701, 7833, 7977, 8171, 8281, 8593, 8699, 8759, 8801, 8850, 8917, 8984, 8992, 9252, 9360, 9414, 9612, 9997, 
Column 8153 | average = 0.494042: 
Column 8154 | average = 0.495536: 
Column 8155 | average = 0.489892: 
Column 8156 | average = 0.500140: 3, 228, 347, 378, 593, 610, 674, 755, 758, 759, 1074, 1465, 1469, 1489, 1527, 1538, 1556, 1604, 1879, 1971, 2108, 2175, 2177, 2214, 2239, 2306, 2442, 2452, 2607, 2733, 2792, 2871, 2922, 2930, 3471, 3546, 3599, 3669, 3809, 3864, 3906, 3980, 4005, 4032, 4142, 4143, 4572, 4879, 4912, 4950, 4951, 4955, 5511, 5530, 5552, 5783, 5876, 6027, 6154, 6220, 6288, 6330, 6354, 6386, 6467, 6521, 6773, 6813, 6896, 6904, 7006, 7068, 7194, 7227, 7274, 7318, 7336, 7371, 7549, 7627, 7730, 7786, 8052, 8055, 8066, 8319, 8343, 8452, 8609, 8660, 8704, 8733, 8781, 8990, 9006, 9077, 9664, 9677, 9849, 9913, 
Column 8157 | average = 0.495728: 
Column 8158 | average = 0.490044: 167, 216, 355, 572, 829, 903, 915, 945, 992, 1126, 1148, 1360, 1361, 1386, 1414, 1734, 1881, 1929, 2103, 2205, 2230, 2325, 2348, 2409, 2417, 2478, 2979, 3264, 3310, 3315, 3449, 3504, 3612, 3630, 3763, 3885, 4239, 4299, 4306, 4403, 4620, 4641, 4774, 4830, 5096, 5246, 5409, 5449, 5511, 5536, 5629, 5692, 5784, 6009, 6029, 6069, 6075, 6150, 6224, 6291, 6380, 6636, 6866, 6915, 6931, 7011, 7072, 7203, 7204, 7253, 7318, 7366, 7459, 7498, 7503, 7531, 7589, 7704, 7726, 7802, 8100, 8259, 8274, 8343, 8362, 8482, 8593, 8731, 8915, 8974, 9173, 9179, 9456, 9715, 
Column 8159 | average = 0.491435: 
Column 8160 | average = 0.495389: 
Column 8161 | average = 0.492082: 
Column 8162 | average = 0.496512: 
Column 8163 | average = 0.496711: 
Column 8164 | average = 0.500545: 42, 82, 418, 449, 496, 497, 818, 844, 856, 1052, 1110, 1293, 1340, 1370, 1404, 1485, 1582, 1645, 1847, 1966, 2013, 2118, 2183, 2208, 2512, 2559, 2611, 2680, 2721, 2751, 3490, 3589, 3700, 3721, 3845, 3951, 3984, 4002, 4023, 4037, 4273, 4371, 4444, 4470, 4501, 4539, 4569, 4638, 4801, 5042, 5078, 5085, 5213, 5240, 5354, 5482, 5544, 5612, 5679, 5900, 5946, 6062, 6467, 6556, 6560, 6765, 6836, 6847, 7197, 7244, 7431, 7642, 7778, 7859, 8146, 8373, 8476, 8519, 8827, 8963, 9004, 9042, 9138, 9181, 9274, 9301, 9377, 9507, 9581, 9737, 9853, 9997, 
Column 8165 | average = 0.493118: 
Column 8166 | average = 0.494750: 
Column 8167 | average = 0.496560: 
Column 8168 | average = 0.492686: 
Column 8169 | average = 0.497161: 
Column 8170 | average = 0.494219: 
Column 8171 | average = 0.495039: 
Column 8172 | average = 0.496471: 
Column 8173 | average = 0.495505: 
Column 8174 | average = 0.492740: 
Column 8175 | average = 0.493859: 
Column 8176 | average = 0.492713: 
Column 8177 | average = 0.490043: 18, 33, 152, 153, 390, 404, 480, 602, 670, 762, 766, 872, 887, 953, 1057, 1309, 1356, 1387, 1475, 1562, 1811, 1917, 2204, 2394, 2403, 2439, 2489, 2550, 2699, 2728, 2754, 2775, 2856, 2867, 2984, 3005, 3266, 3487, 3636, 3679, 3980, 4036, 4042, 4229, 4242, 4345, 4365, 4433, 4520, 4521, 4551, 4730, 4874, 4980, 5034, 5048, 5052, 5342, 5396, 5423, 5616, 5750, 5861, 6239, 6431, 6443, 6532, 6753, 6928, 7076, 7082, 7103, 7106, 7280, 7529, 7651, 7930, 8058, 8092, 8196, 8224, 8281, 8412, 8417, 8422, 8453, 8470, 8582, 8599, 8604, 8662, 8687, 8829, 9018, 9642, 9740, 9815, 9995, 
Column 8178 | average = 0.496932: 
Column 8179 | average = 0.497138: 
Column 8180 | average = 0.497289: 
Column 8181 | average = 0.498461: 
Column 8182 | average = 0.491562: 
Column 8183 | average = 0.498308: 
Column 8184 | average = 0.490257: 91, 164, 199, 324, 561, 662, 888, 1304, 1312, 1531, 1556, 1681, 1692, 1727, 1765, 1849, 1945, 2215, 2547, 2674, 2811, 3220, 3317, 3418, 3422, 3434, 3547, 3560, 3986, 4037, 4060, 4206, 4262, 4272, 4318, 4377, 4396, 4670, 4734, 4976, 5026, 5029, 5256, 5365, 5701, 5813, 5907, 5938, 6246, 6320, 6406, 6534, 6549, 6626, 6689, 6702, 6764, 6846, 6854, 7102, 7144, 7152, 7296, 7327, 7426, 7601, 7783, 7851, 7884, 7954, 8018, 8023, 8116, 8165, 8171, 8194, 8299, 8326, 8348, 8447, 8548, 8553, 8600, 8634, 8729, 8739, 9033, 9091, 9333, 9335, 9639, 9651, 9689, 9755, 9779, 9788, 
Column 8185 | average = 0.495635: 
Column 8186 | average = 0.497424: 
Column 8187 | average = 0.494087: 
Column 8188 | average = 0.494638: 
Column 8189 | average = 0.496271: 
Column 8190 | average = 0.497683: 
Column 8191 | average = 0.497435: 
Column 8192 | average = 0.500517: 17, 44, 98, 99, 174, 223, 258, 319, 1043, 1210, 1239, 1262, 1280, 1602, 1611, 1810, 1978, 2114, 2121, 2204, 2225, 2308, 2323, 2358, 2465, 2541, 2757, 2881, 2969, 3010, 3014, 3030, 3038, 3128, 3218, 3232, 3308, 3376, 3392, 3401, 3407, 3462, 3518, 3576, 3680, 3692, 3952, 3991, 4215, 4366, 4398, 4573, 4585, 4801, 4852, 4885, 5026, 5091, 5277, 5418, 5425, 5429, 5430, 5433, 5485, 5516, 5769, 5935, 6273, 6432, 6538, 6668, 6814, 6817, 6943, 7029, 7047, 7136, 7185, 7192, 7404, 7482, 7794, 7822, 7881, 7949, 7955, 8007, 8135, 8285, 8313, 8443, 8550, 8809, 9009, 9011, 9110, 9122, 9176, 9431, 9432, 9501, 9539, 9559, 9612, 9633, 9731, 9756, 9892, 
Column 8193 | average = 0.489193: 
Column 8194 | average = 0.492301: 
Column 8195 | average = 0.496816: 
Column 8196 | average = 0.497306: 
Column 8197 | average = 0.492915: 
Column 8198 | average = 0.499296: 
Column 8199 | average = 0.499180: 
Column 8200 | average = 0.496086: 
Column 8201 | average = 0.491117: 
Column 8202 | average = 0.493439: 
Column 8203 | average = 0.494521: 
Column 8204 | average = 0.498871: 
Column 8205 | average = 0.497675: 
Column 8206 | average = 0.491191: 
Column 8207 | average = 0.499598: 
Column 8208 | average = 0.491642: 
Column 8209 | average = 0.491370: 
Column 8210 | average = 0.495333: 
Column 8211 | average = 0.498855: 
Column 8212 | average = 0.499860: 
Column 8213 | average = 0.491888: 
Column 8214 | average = 0.493858: 
Column 8215 | average = 0.494508: 
Column 8216 | average = 0.492117: 
Column 8217 | average = 0.495488: 
Column 8218 | average = 0.498586: 
Column 8219 | average = 0.494807: 
Column 8220 | average = 0.498496: 
Column 8221 | average = 0.496410: 
Column 8222 | average = 0.495089: 
Column 8223 | average = 0.485339: 
Column 8224 | average = 0.500301: 241, 302, 543, 555, 753, 790, 824, 885, 946, 1346, 1364, 1472, 1727, 1734, 1887, 1924, 1969, 2122, 2145, 2153, 2376, 2555, 2569, 2577, 2600, 2632, 2717, 2834, 2882, 2913, 2936, 2988, 2997, 3292, 3337, 3415, 3609, 3805, 3833, 3885, 3977, 4269, 4431, 4522, 4701, 4705, 4728, 4900, 5182, 5211, 5246, 5325, 5335, 5472, 5511, 5602, 5706, 5746, 5747, 5802, 5919, 6083, 6119, 6158, 6254, 6310, 6703, 6758, 6944, 6964, 7066, 7093, 7153, 7462, 7547, 7621, 7738, 7778, 8000, 8110, 8519, 8607, 8610, 8639, 8645, 8800, 9131, 9204, 9232, 9273, 9457, 9518, 9533, 9574, 9614, 9729, 9757, 9781, 9970, 9991, 
Column 8225 | average = 0.495320: 
Column 8226 | average = 0.491779: 
Column 8227 | average = 0.490829: 307, 390, 447, 454, 545, 850, 1076, 1089, 1135, 1180, 1309, 1501, 1512, 1577, 1743, 1762, 1791, 1950, 1988, 2207, 2233, 2235, 2282, 2519, 2703, 2707, 2943, 3089, 3246, 3277, 3376, 3410, 3411, 3551, 3606, 4027, 4055, 4077, 4088, 4212, 4272, 4273, 4370, 4636, 4915, 5003, 5063, 5117, 5198, 5230, 5234, 5272, 5293, 5313, 5356, 5583, 5592, 5617, 5630, 5780, 5844, 5977, 6133, 6204, 6530, 6610, 6649, 6793, 6832, 6906, 7026, 7148, 7409, 7473, 7558, 7652, 7684, 7740, 7861, 7944, 8039, 8170, 8337, 8369, 8379, 8615, 8724, 8726, 8807, 9076, 9119, 9150, 9387, 9578, 9637, 9659, 9666, 9705, 9837, 9867, 9917, 9981, 
Column 8228 | average = 0.499088: 
Column 8229 | average = 0.498077: 
Column 8230 | average = 0.498002: 
Column 8231 | average = 0.501235: 
Column 8232 | average = 0.493761: 
Column 8233 | average = 0.497376: 
Column 8234 | average = 0.492507: 
Column 8235 | average = 0.492338: 
Column 8236 | average = 0.501221: 
Column 8237 | average = 0.492842: 
Column 8238 | average = 0.492825: 
Column 8239 | average = 0.490758: 41, 99, 161, 343, 347, 374, 950, 951, 994, 1062, 1187, 1259, 1294, 1382, 1385, 1426, 1611, 1695, 1708, 1854, 1975, 2150, 2624, 2627, 2849, 2876, 3039, 3065, 3088, 3404, 3410, 3479, 3610, 4192, 4315, 4357, 4550, 4679, 4733, 4748, 4911, 4924, 4950, 5080, 5124, 5208, 5216, 5258, 5715, 5746, 5788, 5903, 6015, 6403, 6795, 6834, 7114, 7251, 7324, 7537, 7574, 7601, 7665, 7736, 7855, 8063, 8064, 8353, 8397, 8524, 8681, 8816, 9004, 9009, 9038, 9112, 9121, 9171, 9282, 9407, 9417, 9471, 9476, 9483, 9632, 9741, 9803, 9850, 9886, 
